ID,Nombre,Tipo,Departamento,Municipio,Dirección,Código Postal,Teléfono
1087,Agencia Jutiapa 1087,Agencia,Jutiapa,Jutiapa,Zona 6,69683,+502 1719-2085
1088,Agencia Jalapa 1088,Agencia,Jalapa,Jalapa,Zona 4,32848,+502 7261-4706
1089,Agencia Huehuetenango 1089,Agencia,Huehuetenango,Huehuetenango,Zona 8,97524,+502 9675-1784
1090,Agencia Guatemala 1090,Agencia,Guatemala,Guatemala,Zona 2,30027,+502 9686-9283
1091,Agencia Antigua Guatemala 1091,Agencia,Sacatepéquez,Antigua Guatemala,Zona 5,70991,+502 7493-8889
1092,Agencia Escuintla 1092,Agencia,Escuintla,Escuintla,Zona 8,24449,+502 7739-4544
1093,Agencia Quetzaltenango 1093,Agencia,Quetzaltenango,Quetzaltenango,Zona 5,33085,+502 1834-8315
1094,Agencia Cobán 1094,Agencia,Alta Verapaz,Cobán,Zona 5,47205,+502 6197-3160
1095,Agencia Flores 1095,Agencia,Petén,Flores,Zona 9,66516,+502 2645-6688
1096,Agencia Chiquimula 1096,Agencia,Chiquimula,Chiquimula,Zona 9,35314,+502 5197-3969
1097,Agencia Jutiapa 1097,Agencia,Jutiapa,Jutiapa,Zona 5,88063,+502 8464-7679
1098,Agencia Jalapa 1098,Agencia,Jalapa,Jalapa,Zona 3,71533,+502 2991-1699
1099,Agencia Huehuetenango 1099,Agencia,Huehuetenango,Huehuetenango,Zona 7,48188,+502 6607-4732
1100,Agencia Guatemala 1100,Agencia,Guatemala,Guatemala,Zona 2,77045,+502 1696-5583
1101,Agencia Antigua Guatemala 1101,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,97100,+502 4387-2442
1102,Agencia Escuintla 1102,Agencia,Escuintla,Escuintla,Zona 8,35279,+502 5375-1567
1103,Agencia Quetzaltenango 1103,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,11307,+502 5525-6583
1104,Agencia Cobán 1104,Agencia,Alta Verapaz,Cobán,Zona 3,11129,+502 9625-5516
1105,Agencia Flores 1105,Agencia,Petén,Flores,Zona 4,96984,+502 3046-6033
1106,Agencia Chiquimula 1106,Agencia,Chiquimula,Chiquimula,Zona 6,55581,+502 9015-6058
1107,Agencia Jutiapa 1107,Agencia,Jutiapa,Jutiapa,Zona 7,26850,+502 5989-5731
1108,Agencia Jalapa 1108,Agencia,Jalapa,Jalapa,Zona 7,10997,+502 6557-8627
1109,Agencia Huehuetenango 1109,Agencia,Huehuetenango,Huehuetenango,Zona 1,19875,+502 2936-9278
1110,Agencia Guatemala 1110,Agencia,Guatemala,Guatemala,Zona 3,22340,+502 5081-1091
1111,Agencia Antigua Guatemala 1111,Agencia,Sacatepéquez,Antigua Guatemala,Zona 7,65688,+502 2819-6915
1112,Agencia Escuintla 1112,Agencia,Escuintla,Escuintla,Zona 10,39554,+502 3212-4512
1113,Agencia Quetzaltenango 1113,Agencia,Quetzaltenango,Quetzaltenango,Zona 10,26663,+502 1231-9310
1114,Agencia Cobán 1114,Agencia,Alta Verapaz,Cobán,Zona 6,90814,+502 6475-9757
1115,Agencia Flores 1115,Agencia,Petén,Flores,Zona 4,74502,+502 8596-9372
1116,Agencia Chiquimula 1116,Agencia,Chiquimula,Chiquimula,Zona 9,17392,+502 1310-1801
1117,Agencia Jutiapa 1117,Agencia,Jutiapa,Jutiapa,Zona 3,53389,+502 7149-3645
1118,Agencia Jalapa 1118,Agencia,Jalapa,Jalapa,Zona 10,87106,+502 8734-5501
1119,Agencia Huehuetenango 1119,Agencia,Huehuetenango,Huehuetenango,Zona 2,23082,+502 9774-7290
1120,Agencia Guatemala 1120,Agencia,Guatemala,Guatemala,Zona 3,72071,+502 9524-5962
1121,Agencia Antigua Guatemala 1121,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,21576,+502 2153-8896
1122,Agencia Escuintla 1122,Agencia,Escuintla,Escuintla,Zona 6,22291,+502 5997-4850
1123,Agencia Quetzaltenango 1123,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,53263,+502 4898-1841
1124,Agencia Cobán 1124,Agencia,Alta Verapaz,Cobán,Zona 4,79971,+502 2823-9144
1125,Agencia Flores 1125,Agencia,Petén,Flores,Zona 3,64561,+502 2767-5464
1126,Agencia Chiquimula 1126,Agencia,Chiquimula,Chiquimula,Zona 8,48162,+502 1395-3804
1127,Agencia Jutiapa 1127,Agencia,Jutiapa,Jutiapa,Zona 6,35295,+502 3292-4349
1128,Agencia Jalapa 1128,Agencia,Jalapa,Jalapa,Zona 3,69036,+502 8637-6830
1129,Agencia Huehuetenango 1129,Agencia,Huehuetenango,Huehuetenango,Zona 7,29869,+502 8159-1517
1130,Agencia Guatemala 1130,Agencia,Guatemala,Guatemala,Zona 1,72073,+502 1919-5638
1131,Agencia Antigua Guatemala 1131,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,92257,+502 9072-9650
1132,Agencia Escuintla 1132,Agencia,Escuintla,Escuintla,Zona 3,57711,+502 7780-9115
1133,Agencia Quetzaltenango 1133,Agencia,Quetzaltenango,Quetzaltenango,Zona 8,34660,+502 9210-9779
1134,Agencia Cobán 1134,Agencia,Alta Verapaz,Cobán,Zona 10,17641,+502 7554-9303
1135,Agencia Flores 1135,Agencia,Petén,Flores,Zona 2,54939,+502 7905-2072
1136,Agencia Chiquimula 1136,Agencia,Chiquimula,Chiquimula,Zona 2,95931,+502 4041-1006
1137,Agencia Jutiapa 1137,Agencia,Jutiapa,Jutiapa,Zona 4,74986,+502 1485-6199
1138,Agencia Jalapa 1138,Agencia,Jalapa,Jalapa,Zona 10,16530,+502 2257-5628
1139,Agencia Huehuetenango 1139,Agencia,Huehuetenango,Huehuetenango,Zona 3,13787,+502 4243-1600
1140,Agencia Guatemala 1140,Agencia,Guatemala,Guatemala,Zona 7,35228,+502 9321-5443
1141,Agencia Antigua Guatemala 1141,Agencia,Sacatepéquez,Antigua Guatemala,Zona 5,69970,+502 1457-5589
1142,Agencia Escuintla 1142,Agencia,Escuintla,Escuintla,Zona 9,99842,+502 3012-6435
1143,Agencia Quetzaltenango 1143,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,21624,+502 9097-1997
1144,Agencia Cobán 1144,Agencia,Alta Verapaz,Cobán,Zona 1,42255,+502 3791-2730
1145,Agencia Flores 1145,Agencia,Petén,Flores,Zona 9,58183,+502 1881-4127
1146,Agencia Chiquimula 1146,Agencia,Chiquimula,Chiquimula,Zona 3,25280,+502 9461-7551
1147,Agencia Jutiapa 1147,Agencia,Jutiapa,Jutiapa,Zona 9,19627,+502 1690-1638
1148,Agencia Jalapa 1148,Agencia,Jalapa,Jalapa,Zona 3,30398,+502 9817-3251
1149,Agencia Huehuetenango 1149,Agencia,Huehuetenango,Huehuetenango,Zona 1,83449,+502 4585-8831
1150,Agencia Guatemala 1150,Agencia,Guatemala,Guatemala,Zona 4,93543,+502 8549-1160
1151,Agencia Antigua Guatemala 1151,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,27540,+502 6673-6337
1152,Agencia Escuintla 1152,Agencia,Escuintla,Escuintla,Zona 4,70397,+502 7900-8155
1153,Agencia Quetzaltenango 1153,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,57005,+502 6159-8496
1154,Agencia Cobán 1154,Agencia,Alta Verapaz,Cobán,Zona 6,69025,+502 7081-9473
1155,Agencia Flores 1155,Agencia,Petén,Flores,Zona 9,99292,+502 3309-6627
1156,Agencia Chiquimula 1156,Agencia,Chiquimula,Chiquimula,Zona 6,79286,+502 3471-9305
1157,Agencia Jutiapa 1157,Agencia,Jutiapa,Jutiapa,Zona 10,70270,+502 5755-8311
1158,Agencia Jalapa 1158,Agencia,Jalapa,Jalapa,Zona 9,19259,+502 6283-7877
1159,Agencia Huehuetenango 1159,Agencia,Huehuetenango,Huehuetenango,Zona 3,50299,+502 3442-3829
1160,Agencia Guatemala 1160,Agencia,Guatemala,Guatemala,Zona 4,16106,+502 2400-3926
1161,Agencia Antigua Guatemala 1161,Agencia,Sacatepéquez,Antigua Guatemala,Zona 9,85870,+502 1664-6392
1162,Agencia Escuintla 1162,Agencia,Escuintla,Escuintla,Zona 1,64514,+502 8088-1249
1163,Agencia Quetzaltenango 1163,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,34018,+502 1943-6115
1164,Agencia Cobán 1164,Agencia,Alta Verapaz,Cobán,Zona 9,85706,+502 1460-7556
1165,Agencia Flores 1165,Agencia,Petén,Flores,Zona 8,23739,+502 1751-8480
1166,Agencia Chiquimula 1166,Agencia,Chiquimula,Chiquimula,Zona 1,91649,+502 6395-7079
1167,Agencia Jutiapa 1167,Agencia,Jutiapa,Jutiapa,Zona 3,20392,+502 8627-2026
1168,Agencia Jalapa 1168,Agencia,Jalapa,Jalapa,Zona 5,77394,+502 7578-6910
1169,Agencia Huehuetenango 1169,Agencia,Huehuetenango,Huehuetenango,Zona 5,58127,+502 5725-7014
1170,Agencia Guatemala 1170,Agencia,Guatemala,Guatemala,Zona 2,62364,+502 7128-2253
1171,Agencia Antigua Guatemala 1171,Agencia,Sacatepéquez,Antigua Guatemala,Zona 3,18774,+502 6388-4846
1172,Agencia Escuintla 1172,Agencia,Escuintla,Escuintla,Zona 8,62345,+502 3051-5729
1173,Agencia Quetzaltenango 1173,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,74892,+502 6881-8387
1174,Agencia Cobán 1174,Agencia,Alta Verapaz,Cobán,Zona 8,86148,+502 3235-7493
1175,Agencia Flores 1175,Agencia,Petén,Flores,Zona 2,55121,+502 3710-1076
1176,Agencia Chiquimula 1176,Agencia,Chiquimula,Chiquimula,Zona 9,65600,+502 8894-7481
1177,Agencia Jutiapa 1177,Agencia,Jutiapa,Jutiapa,Zona 8,62840,+502 2662-5492
1178,Agencia Jalapa 1178,Agencia,Jalapa,Jalapa,Zona 6,27011,+502 5608-6764
1179,Agencia Huehuetenango 1179,Agencia,Huehuetenango,Huehuetenango,Zona 6,57738,+502 3617-8826
1180,Agencia Guatemala 1180,Agencia,Guatemala,Guatemala,Zona 10,25220,+502 6925-1603
1181,Agencia Antigua Guatemala 1181,Agencia,Sacatepéquez,Antigua Guatemala,Zona 2,22603,+502 2987-8141
1182,Agencia Escuintla 1182,Agencia,Escuintla,Escuintla,Zona 10,91763,+502 9046-1447
1183,Agencia Quetzaltenango 1183,Agencia,Quetzaltenango,Quetzaltenango,Zona 7,16101,+502 8247-8093
1184,Agencia Cobán 1184,Agencia,Alta Verapaz,Cobán,Zona 7,46843,+502 3058-7925
1185,Agencia Flores 1185,Agencia,Petén,Flores,Zona 5,62527,+502 4415-3064
1186,Agencia Chiquimula 1186,Agencia,Chiquimula,Chiquimula,Zona 6,30379,+502 6445-1387
1187,Agencia Jutiapa 1187,Agencia,Jutiapa,Jutiapa,Zona 8,37432,+502 8511-3970
1188,Agencia Jalapa 1188,Agencia,Jalapa,Jalapa,Zona 9,86971,+502 1098-4309
1189,Agencia Huehuetenango 1189,Agencia,Huehuetenango,Huehuetenango,Zona 6,23598,+502 3806-2813
1190,Agencia Guatemala 1190,Agencia,Guatemala,Guatemala,Zona 7,15839,+502 4365-8085
1191,Agencia Antigua Guatemala 1191,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,29552,+502 5251-4888
1192,Agencia Escuintla 1192,Agencia,Escuintla,Escuintla,Zona 2,30273,+502 5789-5791
1193,Agencia Quetzaltenango 1193,Agencia,Quetzaltenango,Quetzaltenango,Zona 6,97695,+502 7237-7582
1194,Agencia Cobán 1194,Agencia,Alta Verapaz,Cobán,Zona 5,98395,+502 4570-7575
1195,Agencia Flores 1195,Agencia,Petén,Flores,Zona 10,82817,+502 6430-6570
1196,Agencia Chiquimula 1196,Agencia,Chiquimula,Chiquimula,Zona 7,39194,+502 1556-9728
1197,Agencia Jutiapa 1197,Agencia,Jutiapa,Jutiapa,Zona 5,56630,+502 1567-3656
1198,Agencia Jalapa 1198,Agencia,Jalapa,Jalapa,Zona 2,61390,+502 5451-8043
1199,Agencia Huehuetenango 1199,Agencia,Huehuetenango,Huehuetenango,Zona 10,92870,+502 9693-3674
1200,Agencia Guatemala 1200,Agencia,Guatemala,Guatemala,Zona 3,37897,+502 2363-8942
1201,Agencia Antigua Guatemala 1201,Agencia,Sacatepéquez,Antigua Guatemala,Zona 2,36802,+502 9517-9381
1202,Agencia Escuintla 1202,Agencia,Escuintla,Escuintla,Zona 9,96089,+502 5037-5003
1203,Agencia Quetzaltenango 1203,Agencia,Quetzaltenango,Quetzaltenango,Zona 6,93831,+502 8886-6247
1204,Agencia Cobán 1204,Agencia,Alta Verapaz,Cobán,Zona 7,55916,+502 7639-1329
1205,Agencia Flores 1205,Agencia,Petén,Flores,Zona 10,48890,+502 9775-8058
1206,Agencia Chiquimula 1206,Agencia,Chiquimula,Chiquimula,Zona 3,60414,+502 4772-4509
1207,Agencia Jutiapa 1207,Agencia,Jutiapa,Jutiapa,Zona 3,84046,+502 8071-5716
1208,Agencia Jalapa 1208,Agencia,Jalapa,Jalapa,Zona 6,48703,+502 9418-5729
1209,Agencia Huehuetenango 1209,Agencia,Huehuetenango,Huehuetenango,Zona 5,33717,+502 9921-7881
1210,Agencia Guatemala 1210,Agencia,Guatemala,Guatemala,Zona 7,26389,+502 8608-6062
1211,Agencia Antigua Guatemala 1211,Agencia,Sacatepéquez,Antigua Guatemala,Zona 4,64171,+502 3773-6887
1212,Agencia Escuintla 1212,Agencia,Escuintla,Escuintla,Zona 10,33797,+502 8991-2031
1213,Agencia Quetzaltenango 1213,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,54341,+502 7155-7538
1214,Agencia Cobán 1214,Agencia,Alta Verapaz,Cobán,Zona 3,28004,+502 7815-1860
1215,Agencia Flores 1215,Agencia,Petén,Flores,Zona 4,87062,+502 9184-8542
1216,Agencia Chiquimula 1216,Agencia,Chiquimula,Chiquimula,Zona 10,30915,+502 8363-3908
1217,Agencia Jutiapa 1217,Agencia,Jutiapa,Jutiapa,Zona 8,41266,+502 8021-4526
1218,Agencia Jalapa 1218,Agencia,Jalapa,Jalapa,Zona 6,20926,+502 4597-2303
1219,Agencia Huehuetenango 1219,Agencia,Huehuetenango,Huehuetenango,Zona 7,88119,+502 9639-8108
1220,Agencia Guatemala 1220,Agencia,Guatemala,Guatemala,Zona 2,22115,+502 6215-9502
1221,Agencia Antigua Guatemala 1221,Agencia,Sacatepéquez,Antigua Guatemala,Zona 7,36959,+502 1305-8769
1222,Agencia Escuintla 1222,Agencia,Escuintla,Escuintla,Zona 3,73397,+502 3337-2999
1223,Agencia Quetzaltenango 1223,Agencia,Quetzaltenango,Quetzaltenango,Zona 5,69918,+502 1367-7422
1224,Agencia Cobán 1224,Agencia,Alta Verapaz,Cobán,Zona 8,16866,+502 5488-5332
1225,Agencia Flores 1225,Agencia,Petén,Flores,Zona 9,55689,+502 3301-9867
1226,Agencia Chiquimula 1226,Agencia,Chiquimula,Chiquimula,Zona 8,54133,+502 9336-7775
1227,Agencia Jutiapa 1227,Agencia,Jutiapa,Jutiapa,Zona 5,32985,+502 2130-9593
1228,Agencia Jalapa 1228,Agencia,Jalapa,Jalapa,Zona 7,19691,+502 4654-3645
1229,Agencia Huehuetenango 1229,Agencia,Huehuetenango,Huehuetenango,Zona 8,76121,+502 7797-6282
1230,Agencia Guatemala 1230,Agencia,Guatemala,Guatemala,Zona 10,71131,+502 4826-8644
1231,Agencia Antigua Guatemala 1231,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,48938,+502 8880-7486
1232,Agencia Escuintla 1232,Agencia,Escuintla,Escuintla,Zona 10,82036,+502 3578-9165
1233,Agencia Quetzaltenango 1233,Agencia,Quetzaltenango,Quetzaltenango,Zona 5,45152,+502 9753-3784
1234,Agencia Cobán 1234,Agencia,Alta Verapaz,Cobán,Zona 7,39978,+502 7307-2850
1235,Agencia Flores 1235,Agencia,Petén,Flores,Zona 10,64799,+502 3266-3390
1236,Agencia Chiquimula 1236,Agencia,Chiquimula,Chiquimula,Zona 10,76553,+502 8944-1198
1237,Agencia Jutiapa 1237,Agencia,Jutiapa,Jutiapa,Zona 10,26614,+502 9591-1923
1238,Agencia Jalapa 1238,Agencia,Jalapa,Jalapa,Zona 5,69733,+502 7146-3719
1239,Agencia Huehuetenango 1239,Agencia,Huehuetenango,Huehuetenango,Zona 4,67970,+502 7390-4505
1240,Agencia Guatemala 1240,Agencia,Guatemala,Guatemala,Zona 5,31075,+502 9989-9352
1241,Agencia Antigua Guatemala 1241,Agencia,Sacatepéquez,Antigua Guatemala,Zona 2,41481,+502 1663-6363
1242,Agencia Escuintla 1242,Agencia,Escuintla,Escuintla,Zona 2,74287,+502 7637-6403
1243,Agencia Quetzaltenango 1243,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,39420,+502 1499-5335
1244,Agencia Cobán 1244,Agencia,Alta Verapaz,Cobán,Zona 6,13683,+502 8646-1052
1245,Agencia Flores 1245,Agencia,Petén,Flores,Zona 7,45521,+502 8115-2923
1246,Agencia Chiquimula 1246,Agencia,Chiquimula,Chiquimula,Zona 5,62027,+502 4630-4067
1247,Agencia Jutiapa 1247,Agencia,Jutiapa,Jutiapa,Zona 2,42792,+502 5713-2533
1248,Agencia Jalapa 1248,Agencia,Jalapa,Jalapa,Zona 1,70053,+502 2950-8784
1249,Agencia Huehuetenango 1249,Agencia,Huehuetenango,Huehuetenango,Zona 4,75215,+502 4393-5350
1250,Agencia Guatemala 1250,Agencia,Guatemala,Guatemala,Zona 5,26471,+502 2758-8863
1251,Agencia Antigua Guatemala 1251,Agencia,Sacatepéquez,Antigua Guatemala,Zona 5,75923,+502 4721-8169
1252,Agencia Escuintla 1252,Agencia,Escuintla,Escuintla,Zona 5,28609,+502 2435-1888
1253,Agencia Quetzaltenango 1253,Agencia,Quetzaltenango,Quetzaltenango,Zona 8,44044,+502 6542-7697
1254,Agencia Cobán 1254,Agencia,Alta Verapaz,Cobán,Zona 2,46237,+502 5307-5544
1255,Agencia Flores 1255,Agencia,Petén,Flores,Zona 1,95425,+502 3178-8189
1256,Agencia Chiquimula 1256,Agencia,Chiquimula,Chiquimula,Zona 5,49388,+502 4711-9924
1257,Agencia Jutiapa 1257,Agencia,Jutiapa,Jutiapa,Zona 10,15794,+502 7614-4120
1258,Agencia Jalapa 1258,Agencia,Jalapa,Jalapa,Zona 10,38655,+502 4427-5379
1259,Agencia Huehuetenango 1259,Agencia,Huehuetenango,Huehuetenango,Zona 5,66432,+502 6354-6581
1260,Agencia Guatemala 1260,Agencia,Guatemala,Guatemala,Zona 1,13401,+502 1060-6397
1261,Agencia Antigua Guatemala 1261,Agencia,Sacatepéquez,Antigua Guatemala,Zona 2,93729,+502 2378-7764
1262,Agencia Escuintla 1262,Agencia,Escuintla,Escuintla,Zona 9,75464,+502 1560-7384
1263,Agencia Quetzaltenango 1263,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,16288,+502 4588-4439
1264,Agencia Cobán 1264,Agencia,Alta Verapaz,Cobán,Zona 2,29569,+502 9305-5596
1265,Agencia Flores 1265,Agencia,Petén,Flores,Zona 3,47835,+502 9060-5788
1266,Agencia Chiquimula 1266,Agencia,Chiquimula,Chiquimula,Zona 2,13435,+502 9633-2545
1267,Agencia Jutiapa 1267,Agencia,Jutiapa,Jutiapa,Zona 3,89349,+502 6977-9587
1268,Agencia Jalapa 1268,Agencia,Jalapa,Jalapa,Zona 1,94578,+502 3332-4316
1269,Agencia Huehuetenango 1269,Agencia,Huehuetenango,Huehuetenango,Zona 7,40400,+502 9647-8472
1270,Agencia Guatemala 1270,Agencia,Guatemala,Guatemala,Zona 2,48308,+502 4294-5085
1271,Agencia Antigua Guatemala 1271,Agencia,Sacatepéquez,Antigua Guatemala,Zona 3,17373,+502 5037-5256
1272,Agencia Escuintla 1272,Agencia,Escuintla,Escuintla,Zona 5,89234,+502 1339-5475
1273,Agencia Quetzaltenango 1273,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,31572,+502 8719-4791
1274,Agencia Cobán 1274,Agencia,Alta Verapaz,Cobán,Zona 9,23712,+502 1158-4387
1275,Agencia Flores 1275,Agencia,Petén,Flores,Zona 4,25384,+502 3483-9965
1276,Agencia Chiquimula 1276,Agencia,Chiquimula,Chiquimula,Zona 10,85537,+502 3238-8581
1277,Agencia Jutiapa 1277,Agencia,Jutiapa,Jutiapa,Zona 7,43084,+502 1590-6157
1278,Agencia Jalapa 1278,Agencia,Jalapa,Jalapa,Zona 5,68797,+502 9270-7123
1279,Agencia Huehuetenango 1279,Agencia,Huehuetenango,Huehuetenango,Zona 7,87279,+502 1147-1468
1280,Agencia Guatemala 1280,Agencia,Guatemala,Guatemala,Zona 5,47568,+502 9642-7545
1281,Agencia Antigua Guatemala 1281,Agencia,Sacatepéquez,Antigua Guatemala,Zona 7,64293,+502 5168-6658
1282,Agencia Escuintla 1282,Agencia,Escuintla,Escuintla,Zona 4,41319,+502 6934-3221
1283,Agencia Quetzaltenango 1283,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,66394,+502 7885-4527
1284,Agencia Cobán 1284,Agencia,Alta Verapaz,Cobán,Zona 4,36127,+502 6426-7507
1285,Agencia Flores 1285,Agencia,Petén,Flores,Zona 2,72895,+502 7167-1692
1286,Agencia Chiquimula 1286,Agencia,Chiquimula,Chiquimula,Zona 2,36611,+502 4824-6631
1287,Agencia Jutiapa 1287,Agencia,Jutiapa,Jutiapa,Zona 8,86244,+502 1864-9627
1288,Agencia Jalapa 1288,Agencia,Jalapa,Jalapa,Zona 6,39879,+502 6768-1143
1289,Agencia Huehuetenango 1289,Agencia,Huehuetenango,Huehuetenango,Zona 10,80686,+502 9587-9283
1290,Agencia Guatemala 1290,Agencia,Guatemala,Guatemala,Zona 6,59054,+502 4885-3204
1291,Agencia Antigua Guatemala 1291,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,35735,+502 9436-3681
1292,Agencia Escuintla 1292,Agencia,Escuintla,Escuintla,Zona 8,45487,+502 9344-4709
1293,Agencia Quetzaltenango 1293,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,62618,+502 8700-6114
1294,Agencia Cobán 1294,Agencia,Alta Verapaz,Cobán,Zona 8,81261,+502 4461-5451
1295,Agencia Flores 1295,Agencia,Petén,Flores,Zona 3,73562,+502 9427-3618
1296,Agencia Chiquimula 1296,Agencia,Chiquimula,Chiquimula,Zona 6,17846,+502 7155-6461
1297,Agencia Jutiapa 1297,Agencia,Jutiapa,Jutiapa,Zona 6,34678,+502 5038-5372
1298,Agencia Jalapa 1298,Agencia,Jalapa,Jalapa,Zona 8,56515,+502 1060-8321
1299,Agencia Huehuetenango 1299,Agencia,Huehuetenango,Huehuetenango,Zona 10,14159,+502 7535-7041
1300,Agencia Guatemala 1300,Agencia,Guatemala,Guatemala,Zona 1,75390,+502 1173-6903
1301,Agencia Antigua Guatemala 1301,Agencia,Sacatepéquez,Antigua Guatemala,Zona 1,69613,+502 7712-2939
1302,Agencia Escuintla 1302,Agencia,Escuintla,Escuintla,Zona 4,48660,+502 7971-1824
1303,Agencia Quetzaltenango 1303,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,30162,+502 5711-5249
1304,Agencia Cobán 1304,Agencia,Alta Verapaz,Cobán,Zona 7,56091,+502 2677-1614
1305,Agencia Flores 1305,Agencia,Petén,Flores,Zona 10,66186,+502 5031-9707
1306,Agencia Chiquimula 1306,Agencia,Chiquimula,Chiquimula,Zona 1,56954,+502 1429-8010
1307,Agencia Jutiapa 1307,Agencia,Jutiapa,Jutiapa,Zona 7,56569,+502 5063-6159
1308,Agencia Jalapa 1308,Agencia,Jalapa,Jalapa,Zona 10,21269,+502 4098-7371
1309,Agencia Huehuetenango 1309,Agencia,Huehuetenango,Huehuetenango,Zona 2,65184,+502 5206-1256
1310,Agencia Guatemala 1310,Agencia,Guatemala,Guatemala,Zona 7,59977,+502 4510-3736
1311,Agencia Antigua Guatemala 1311,Agencia,Sacatepéquez,Antigua Guatemala,Zona 4,30082,+502 8967-9105
1312,Agencia Escuintla 1312,Agencia,Escuintla,Escuintla,Zona 8,85070,+502 1177-8852
1313,Agencia Quetzaltenango 1313,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,32664,+502 9436-3452
1314,Agencia Cobán 1314,Agencia,Alta Verapaz,Cobán,Zona 3,65420,+502 8086-6657
1315,Agencia Flores 1315,Agencia,Petén,Flores,Zona 2,67712,+502 5901-7539
1316,Agencia Chiquimula 1316,Agencia,Chiquimula,Chiquimula,Zona 6,78389,+502 6877-9318
1317,Agencia Jutiapa 1317,Agencia,Jutiapa,Jutiapa,Zona 8,79951,+502 9334-7612
1318,Agencia Jalapa 1318,Agencia,Jalapa,Jalapa,Zona 1,26627,+502 3867-8384
1319,Agencia Huehuetenango 1319,Agencia,Huehuetenango,Huehuetenango,Zona 3,35698,+502 3438-3910
1320,Agencia Guatemala 1320,Agencia,Guatemala,Guatemala,Zona 3,16517,+502 5739-8764
1321,Agencia Antigua Guatemala 1321,Agencia,Sacatepéquez,Antigua Guatemala,Zona 5,30260,+502 5507-7304
1322,Agencia Escuintla 1322,Agencia,Escuintla,Escuintla,Zona 3,25160,+502 1065-8230
1323,Agencia Quetzaltenango 1323,Agencia,Quetzaltenango,Quetzaltenango,Zona 7,19856,+502 5475-7455
1324,Agencia Cobán 1324,Agencia,Alta Verapaz,Cobán,Zona 9,11015,+502 8120-2404
1325,Agencia Flores 1325,Agencia,Petén,Flores,Zona 2,76231,+502 2694-5614
1326,Agencia Chiquimula 1326,Agencia,Chiquimula,Chiquimula,Zona 4,83401,+502 3953-2138
1327,Agencia Jutiapa 1327,Agencia,Jutiapa,Jutiapa,Zona 7,44214,+502 2888-9443
1328,Agencia Jalapa 1328,Agencia,Jalapa,Jalapa,Zona 4,52879,+502 5923-3691
1329,Agencia Huehuetenango 1329,Agencia,Huehuetenango,Huehuetenango,Zona 8,33686,+502 9797-8962
1330,Agencia Guatemala 1330,Agencia,Guatemala,Guatemala,Zona 4,74634,+502 4812-2083
1331,Agencia Antigua Guatemala 1331,Agencia,Sacatepéquez,Antigua Guatemala,Zona 2,30186,+502 1077-9922
1332,Agencia Escuintla 1332,Agencia,Escuintla,Escuintla,Zona 8,45547,+502 5934-3000
1333,Agencia Quetzaltenango 1333,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,48657,+502 1151-1511
1334,Agencia Cobán 1334,Agencia,Alta Verapaz,Cobán,Zona 1,45181,+502 8390-8172
1335,Agencia Flores 1335,Agencia,Petén,Flores,Zona 5,73102,+502 1752-7550
1336,Agencia Chiquimula 1336,Agencia,Chiquimula,Chiquimula,Zona 8,71339,+502 1693-2964
1337,Agencia Jutiapa 1337,Agencia,Jutiapa,Jutiapa,Zona 10,51983,+502 7859-1866
1338,Agencia Jalapa 1338,Agencia,Jalapa,Jalapa,Zona 6,73511,+502 6642-9924
1339,Agencia Huehuetenango 1339,Agencia,Huehuetenango,Huehuetenango,Zona 10,86689,+502 7938-3695
1340,Agencia Guatemala 1340,Agencia,Guatemala,Guatemala,Zona 3,69794,+502 6010-7191
1341,Agencia Antigua Guatemala 1341,Agencia,Sacatepéquez,Antigua Guatemala,Zona 7,65560,+502 1056-5125
1342,Agencia Escuintla 1342,Agencia,Escuintla,Escuintla,Zona 3,61654,+502 2423-4040
1343,Agencia Quetzaltenango 1343,Agencia,Quetzaltenango,Quetzaltenango,Zona 7,37501,+502 5727-1110
1344,Agencia Cobán 1344,Agencia,Alta Verapaz,Cobán,Zona 8,96039,+502 9094-5280
1345,Agencia Flores 1345,Agencia,Petén,Flores,Zona 7,79224,+502 7727-5949
